Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
Hoyak2 2507 2561	1	GENE	2610	HeT-A3	2487	X:21413156-21413212	21413156	21413212	21413156	21413212	20A	21377456
HeT-A3	1	Hoyak2 2507 2561	2487	DNAREP1	5577	X:21415699-21415787	21415699	21415787	21415699	21415787	20A	21377456
DNAREP1	1	HeT-A3	5577	GENE	258	X:21421364-21421857	21421364	21421857	21421364	21421857	20A	21377456
GENE	1	DNAREP1	258	GENE	-29124	X:21422115-21457738	21422115	21457738	21422115	21457738	20A	21377456
GENE	1	GENE	-29124	Helitron-1	608	X:21428614-21429256	21428614	21429256	21428614	21429256	20A	21377456
Helitron-1	1	GENE	608	DNAREP1	-9	X:21429864-21429927	21429864	21429927	21429864	21429927	20A	21377456
DNAREP1	1	Helitron-1	-9	DNAREP1	4258	X:21429918-21429958	21429918	21429958	21429918	21429958	20A	21377456
DNAREP1	1	DNAREP1	4258	Mariner-15	32	X:21434216-21434472	21434216	21434472	21434216	21434472	20A	21377456
Mariner-15	1	DNAREP1	32	Nobel	6026	X:21434504-21434654	21434504	21434654	21434504	21434654	20A	21377456
Nobel	1	Mariner-15	6026	DNAREP1	11434	X:21440680-21440711	21440680	21440711	21440680	21440711	20A	21377456
DNAREP1	1	Nobel	11434	Transib-1	5812	X:21452145-21452602	21452145	21452602	21452145	21452602	20A	21377456
Transib-1	1	DNAREP1	5812	IVK	290	X:21458414-21458465	21458414	21458465	21458414	21458465	20A	21377456
IVK	1	Transib-1	290	DNAREP1	2085	X:21458755-21464124	21458755	21464124	21458755	21464124	20A	21377456
DNAREP1	1	IVK	2085	GENE	867	X:21466209-21466261	21466209	21466261	21466209	21466261	20A	21377456
GENE	1	DNAREP1	867	GENE	382	X:21467128-21467601	21467128	21467601	21467128	21467601	20A	21377456
GENE	1	GENE	382	DNAREP1	246	X:21467983-21468479	21467983	21468479	21467983	21468479	20A	21377456
DNAREP1	1	GENE	246	Transib-1	6	X:21468725-21468892	21468725	21468892	21468725	21468892	20A	21377456
Transib-1	1	DNAREP1	6	DM1731	5462	X:21468898-21468995	21468898	21468995	21468898	21468995	20A	21377456
DM1731	1	Transib-1	5462	GENE	2487	X:21474457-21474767	21474457	21474767	21474457	21474767	20A	21377456
GENE	1	DM1731	2487	GENE	709	X:21477254-21478945	21477254	21478945	21477254	21478945	20A	21377456
GENE	1	GENE	709	GENE	808	X:21479654-21479949	21479654	21479949	21479654	21479949	20A	21377456
GENE	1	GENE	808	TART	-227	X:21480757-21481124	21480757	21481124	21480757	21481124	20A	21377456
TART	1	GENE	-227	DNAREP1	827	X:21480897-21481080	21480897	21481080	21480897	21481080	20A	21377456
DNAREP1	2	TART	827	GENE	867	X:21481907-21482215	21481907	21482155	21482149	21482215	20A	21377456
GENE	1	DNAREP1	867	Transib-1	3439	X:21483082-21483519	21483082	21483519	21483082	21483519	20A	21377456
Transib-1	1	GENE	3439	DNAREP1	1	X:21486958-21486975	21486958	21486975	21486958	21486975	20A	21377456
DNAREP1	1	Transib-1	1	Helitron-N2	29	X:21486976-21487062	21486976	21487062	21486976	21487062	20A	21377456
Helitron-N2	1	DNAREP1	29	Helitron-1	-3	X:21487091-21487124	21487091	21487124	21487091	21487124	20A	21377456
Helitron-1	1	Helitron-N2	-3	DNAREP1	8570	X:21487121-21487153	21487121	21487153	21487121	21487153	20A	21377456
DNAREP1	1	Helitron-1	8570	Helitron-N2	54	X:21495723-21495875	21495723	21495875	21495723	21495875	20A	21377456
Helitron-N2	1	DNAREP1	54	GENE	404	X:21495929-21496122	21495929	21496122	21495929	21496122	20A	21377456
GENE	1	Helitron-N2	404	DNAREP1	-19570	X:21496526-21520017	21496526	21520017	21496526	21520017	20A	21377456
DNAREP1	1	GENE	-19570	HeT-A3	4608	X:21500447-21500511	21500447	21500511	21500447	21500511	20A	21377456
HeT-A3	1	DNAREP1	4608	DNAREP1	641	X:21505119-21505191	21505119	21505191	21505119	21505191	20A	21377456
DNAREP1	1	HeT-A3	641	GENE	10883	X:21505832-21506551	21505832	21506551	21505832	21506551	20A	21377456
GENE	1	DNAREP1	10883	Gypsy-2	1110	X:21517434-21519218	21517434	21519218	21517434	21519218	20A	21377456
Gypsy-2	2	GENE	1110	ROOA	8	X:21520328-21521871	21520328	21520836	21520891	21521871	20A	21377456
ROOA	2	Gypsy-2	8	MDG1	139	X:21521879-21523176	21521879	21522187	21522480	21523176	20A	21377456
MDG1	1	ROOA	139	ROO	11	X:21523315-21523748	21523315	21523748	21523315	21523748	20A	21377456
ROO	4	MDG1	11	BATUMI	1	X:21523759-21526754	21523759	21524048	21525409	21526754	20A	21377456
BATUMI	1	ROO	1	ROO	23	X:21526755-21526994	21526755	21526994	21526755	21526994	20A	21377456
ROO	2	BATUMI	23	Stalker3	17	X:21527017-21527605	21527017	21527512	21527512	21527605	20A	21377456
Stalker3	1	ROO	17	Copia-3	4	X:21527622-21527758	21527622	21527758	21527622	21527758	20A	21377456
Copia-3	4	Stalker3	4	Stalker2	131	X:21527762-21530055	21527762	21527832	21530021	21530055	20A	21377456
Stalker2	2	Copia-3	131	Stalker3	206	X:21530186-21531014	21530186	21530295	21530382	21531014	20A	21377456
Stalker3	1	Stalker2	206	ROO	1	X:21531220-21531251	21531220	21531251	21531220	21531251	20A	21377456
ROO	1	Stalker3	1	Jockey-1	36	X:21531252-21532614	21531252	21532614	21531252	21532614	20A	21377456
Jockey-1	1	ROO	36	ROO	1	X:21532650-21533637	21532650	21533637	21532650	21533637	20A	21377456
ROO	1	Jockey-1	1	DM176	31	X:21533638-21534505	21533638	21534505	21533638	21534505	20A	21377456
DM176	2	ROO	31	DM297	11	X:21534536-21535832	21534536	21535267	21535268	21535832	20A	21377456
DM297	2	DM176	11	BLOOD	95	X:21535843-21536498	21535843	21536256	21536248	21536498	20A	21377456
BLOOD	2	DM297	95	DM297	1	X:21536593-21544007	21536593	21543606	21543607	21544007	20A	21377456
DM297	1	BLOOD	1	ROO	1594	X:21544008-21544272	21544008	21544272	21544008	21544272	20A	21377456
ROO	2	DM297	1594	DM297	1	X:21545866-21550792	21545866	21549643	21549730	21550792	20A	21377456
DM297	2	ROO	1	ROO	1	X:21550793-21552942	21550793	21552528	21552529	21552942	20A	21377456
ROO	2	DM297	1	MDG1	15	X:21552943-21553766	21552943	21553681	21553712	21553766	20A	21377456
MDG1	2	ROO	15	Copia1-LTR	52	X:21553781-21555663	21553781	21554316	21554588	21555663	20A	21377456
Copia1-LTR	1	MDG1	52	Gypsy-2	176	X:21555715-21555917	21555715	21555917	21555715	21555917	20A	21377456
Gypsy-2	1	Copia1-LTR	176	Transib-1	1658	X:21556093-21556545	21556093	21556545	21556093	21556545	20A	21377456
Transib-1	1	Gypsy-2	1658	TART	4644	X:21558203-21558280	21558203	21558280	21558203	21558280	20A	21377456
TART	1	Transib-1	4644	DNAREP1	1104	X:21562924-21563065	21562924	21563065	21562924	21563065	20A	21377456
DNAREP1	2	TART	1104	DNAREP1	9915	X:21564169-21565392	21564169	21564225	21565143	21565392	20A	21377456
DNAREP1	1	DNAREP1	9915	Helitron-N1	5423	X:21575307-21575349	21575307	21575349	21575307	21575349	20A	21377456
Helitron-N1	1	DNAREP1	5423	GENE	2964	X:21580772-21580838	21580772	21580838	21580772	21580838	20A	21377456
GENE	1	Helitron-N1	2964	DNAREP1	571	X:21583802-21584575	21583802	21584575	21583802	21584575	20A	21377456
DNAREP1	1	GENE	571	Mariner2	58	X:21585146-21585239	21585146	21585239	21585146	21585239	20A	21377456
Mariner2	3	DNAREP1	58	REP-1	524	X:21585297-21585858	21585297	21585389	21585453	21585858	20A	21377456
REP-1	1	Mariner2	524	DNAREP1	893	X:21586382-21586472	21586382	21586472	21586382	21586472	20A	21377456
DNAREP1	1	REP-1	893	Hoyak2 2521 2561	7468	X:21587365-21587679	21587365	21587679	21587365	21587679	20A	21377456
Hoyak2 2521 2561	1	DNAREP1	7468	DNAREP1	22	X:21595147-21595187	21595147	21595187	21595147	21595187	20A	21377456
DNAREP1	1	Hoyak2 2521 2561	22	MICROPIA	116	X:21595209-21595520	21595209	21595520	21595209	21595520	20A	21377456
MICROPIA	3	DNAREP1	116	REP-2	57	X:21595636-21598644	21595636	21596142	21598213	21598644	20A	21377456
REP-2	1	MICROPIA	57	DNAREP1	1521	X:21598701-21598824	21598701	21598824	21598701	21598824	20A	21377456
DNAREP1	1	REP-2	1521	GENE	114	X:21600345-21600388	21600345	21600388	21600345	21600388	20A	21377456
GENE	1	DNAREP1	114	DNAREP1	-1236	X:21600502-21605264	21600502	21605264	21600502	21605264	20A	21377456
DNAREP1	1	GENE	-1236	Transib-1	1260	X:21604028-21604393	21604028	21604393	21604028	21604393	20A	21377456
Transib-1	1	DNAREP1	1260	GENE	153	X:21605653-21605731	21605653	21605731	21605653	21605731	20A	21377456
GENE	1	Transib-1	153	GENE	437	X:21605884-21608920	21605884	21608920	21605884	21608920	20A	21377456
GENE	1	GENE	437	Mariner-14	-867	X:21609357-21611526	21609357	21611526	21609357	21611526	20A	21377456
Mariner-14	1	GENE	-867	GENE	1019	X:21610659-21610778	21610659	21610778	21610659	21610778	20A	21377456
GENE	1	Mariner-14	1019	GENE	210	X:21611797-21615239	21611797	21615239	21611797	21615239	20A	21377456
GENE	1	GENE	210	Mariner-14	-866	X:21615449-21617617	21615449	21617617	21615449	21617617	20A	21377456
Mariner-14	1	GENE	-866	GENE	1019	X:21616751-21616870	21616751	21616870	21616751	21616870	20A	21377456
GENE	1	Mariner-14	1019	GENE	437	X:21617889-21621104	21617889	21621104	21617889	21621104	20A	21377456
GENE	1	GENE	437	Mariner-14	-980	X:21621541-21623750	21621541	21623750	21621541	21623750	20A	21377456
Mariner-14	2	GENE	-980	G5A	888	X:21622770-21622978	21622770	21622791	21622839	21622978	20A	21377456
G5A	1	Mariner-14	888	GENE	188	X:21623866-21624608	21623866	21624608	21623866	21624608	20A	21377456
GENE	1	G5A	188	FB4	-3199	X:21624796-21630148	21624796	21630148	21624796	21630148	20A	21377456
FB4	3	GENE	-3199	DNAREP1	2544	X:21626949-21628249	21626949	21627411	21628088	21628249	20A	21377456
DNAREP1	1	FB4	2544	GENE	6	X:21630793-21630930	21630793	21630930	21630793	21630930	20A	21377456
GENE	1	DNAREP1	6	Helitron-N2	-225	X:21630936-21631433	21630936	21631433	21630936	21631433	20A	21377456
Helitron-N2	2	GENE	-225	GENE	295	X:21631208-21631596	21631208	21631258	21631532	21631596	20A	21377456
GENE	1	Helitron-N2	295	MINIME	-158078	X:21631891-21790731	21631891	21790731	21631891	21790731	20A	21377456
MINIME	1	GENE	-158078	Gypsy20-LTR	56	X:21632653-21632723	21632653	21632723	21632653	21632723	20A	21377456
Gypsy20-LTR	1	MINIME	56	Gypsy20-I	2	X:21632779-21633020	21632779	21633020	21632779	21633020	20A	21377456
Gypsy20-I	2	Gypsy20-LTR	2	DMCR1A 2 86	14	X:21633022-21634020	21633022	21633991	21633988	21634020	20A	21377456
DMCR1A 2 86	1	Gypsy20-I	14	DMCR1A 239 468	93	X:21634034-21634120	21634034	21634120	21634034	21634120	20A	21377456
DMCR1A 239 468	1	DMCR1A 2 86	93	Gypsy20-I	-8	X:21634213-21634436	21634213	21634436	21634213	21634436	20A	21377456
Gypsy20-I	1	DMCR1A 239 468	-8	Transib-1	-6	X:21634428-21635959	21634428	21635959	21634428	21635959	20A	21377456
Transib-1	1	Gypsy20-I	-6	Jockey2 3206 3428	288	X:21635953-21636034	21635953	21636034	21635953	21636034	20A	21377456
Jockey2 3206 3428	1	Transib-1	288	Gypsy-4	0	X:21636322-21636539	21636322	21636539	21636322	21636539	20A	21377456
Gypsy-4	1	Jockey2 3206 3428	0	GTWIN	55	X:21636539-21637086	21636539	21637086	21636539	21637086	20A	21377456
GTWIN	2	Gypsy-4	55	DNAREP1	1974	X:21637141-21637741	21637141	21637505	21637496	21637741	20A	21377456
DNAREP1	1	GTWIN	1974	Stalker2	36	X:21639715-21639983	21639715	21639983	21639715	21639983	20A	21377456
Stalker2	1	DNAREP1	36	DM412 1 6477	557	X:21640019-21641153	21640019	21641153	21640019	21641153	20A	21377456
DM412 1 6477	1	Stalker2	557	DM412B	1	X:21641710-21648207	21641710	21648207	21641710	21648207	20A	21377456
DM412B	1	DM412 1 6477	1	Stalker2	5	X:21648208-21648779	21648208	21648779	21648208	21648779	20A	21377456
Stalker2	3	DM412B	5	HELENA	1	X:21648784-21655539	21648784	21653320	21655115	21655539	20A	21377456
HELENA	1	Stalker2	1	Helena	-1	X:21655540-21655796	21655540	21655796	21655540	21655796	20A	21377456
Helena	1	HELENA	-1	HELENA	-3	X:21655795-21655904	21655795	21655904	21655795	21655904	20A	21377456
HELENA	1	Helena	-3	Gypsy-7	323	X:21655901-21656067	21655901	21656067	21655901	21656067	20A	21377456
Gypsy-7	1	HELENA	323	Gypsy1-LTR	11	X:21656390-21656556	21656390	21656556	21656390	21656556	20A	21377456
Gypsy1-LTR	1	Gypsy-7	11	STALKER4	18	X:21656567-21656761	21656567	21656761	21656567	21656761	20A	21377456
STALKER4	1	Gypsy1-LTR	18	Stalker2	325	X:21656779-21656880	21656779	21656880	21656779	21656880	20A	21377456
Stalker2	1	STALKER4	325	STALKER4	199	X:21657205-21657757	21657205	21657757	21657205	21657757	20A	21377456
STALKER4	1	Stalker2	199	Gypsy2	0	X:21657956-21658134	21657956	21658134	21657956	21658134	20A	21377456
Gypsy2	3	STALKER4	0	FW	14	X:21658134-21662242	21658134	21660106	21662206	21662242	20A	21377456
FW	1	Gypsy2	14	Gypsy2	1	X:21662256-21666947	21662256	21666947	21662256	21666947	20A	21377456
Gypsy2	2	FW	1	ZAM	120	X:21666948-21667897	21666948	21667461	21667588	21667897	20A	21377456
ZAM	2	Gypsy2	120	Gypsy-5	-1	X:21668017-21669672	21668017	21668965	21668988	21669672	20A	21377456
Gypsy-5	1	ZAM	-1	MDG1	50	X:21669671-21669981	21669671	21669981	21669671	21669981	20A	21377456
MDG1	3	Gypsy-5	50	STALKER4	-4	X:21670031-21672392	21670031	21670459	21671986	21672392	20A	21377456
STALKER4	1	MDG1	-4	DOC 32 1995	28	X:21672388-21672482	21672388	21672482	21672388	21672482	20A	21377456
DOC 32 1995	1	STALKER4	28	DOC 2474 4722	1	X:21672510-21674482	21672510	21674482	21672510	21674482	20A	21377456
DOC 2474 4722	1	DOC 32 1995	1	STALKER4	-3	X:21674483-21676734	21674483	21676734	21674483	21676734	20A	21377456
STALKER4	6	DOC 2474 4722	-3	MDG1	13	X:21676731-21687341	21676731	21678689	21680988	21687341	20B	21675681
MDG1	11	STALKER4	13	STALKER4	1	X:21687354-21704638	21687354	21687593	21704282	21704638	20B	21675681
STALKER4	4	MDG1	1	Gypsy3	1	X:21704639-21707241	21704639	21704713	21707115	21707241	20B	21675681
Gypsy3	1	STALKER4	1	STALKER4	28	X:21707242-21709386	21707242	21709386	21707242	21709386	20B	21675681
STALKER4	2	Gypsy3	28	Jockey-1	3	X:21709414-21711340	21709414	21709816	21709817	21711340	20B	21675681
Jockey-1	1	STALKER4	3	STALKER4	2	X:21711343-21715777	21711343	21715777	21711343	21715777	20B	21675681
STALKER4	1	Jockey-1	2	Gypsy1-LTR	118	X:21715779-21716795	21715779	21716795	21715779	21716795	20B	21675681
Gypsy1-LTR	1	STALKER4	118	Gypsy1-I	1	X:21716913-21717238	21716913	21717238	21716913	21717238	20B	21675681
Gypsy1-I	1	Gypsy1-LTR	1	BLOOD	118	X:21717239-21723683	21717239	21723683	21717239	21723683	20B	21675681
BLOOD	1	Gypsy1-I	118	Gypsy1-LTR	1	X:21723801-21723886	21723801	21723886	21723801	21723886	20B	21675681
Gypsy1-LTR	1	BLOOD	1	Gypsy1-I	22	X:21723887-21723927	21723887	21723927	21723887	21723927	20B	21675681
Gypsy1-I	1	Gypsy1-LTR	22	Gypsy1-LTR	17	X:21723949-21731095	21723949	21731095	21723949	21731095	20B	21675681
Gypsy1-LTR	2	Gypsy1-I	17	BLOOD	1	X:21731112-21731592	21731112	21731152	21731174	21731592	20B	21675681
BLOOD	1	Gypsy1-LTR	1	STALKER4	1	X:21731593-21731788	21731593	21731788	21731593	21731788	20B	21675681
STALKER4	2	BLOOD	1	Gypsy6	1	X:21731789-21733027	21731789	21732709	21732908	21733027	20B	21675681
Gypsy6	5	STALKER4	1	Gypsy	56	X:21733028-21739733	21733028	21737284	21739653	21739733	20B	21675681
Gypsy	1	Gypsy6	56	FW	-1	X:21739789-21740626	21739789	21740626	21739789	21740626	20B	21675681
FW	1	Gypsy	-1	Gypsy6	-3	X:21740625-21741454	21740625	21741454	21740625	21741454	20B	21675681
Gypsy6	1	FW	-3	FW	59	X:21741451-21741704	21741451	21741704	21741451	21741704	20B	21675681
FW	1	Gypsy6	59	STALKER4	-3	X:21741763-21744041	21741763	21744041	21741763	21744041	20B	21675681
STALKER4	5	FW	-3	Gypsy3	1	X:21744038-21748811	21744038	21744806	21748685	21748811	20B	21675681
Gypsy3	2	STALKER4	1	Pifo	1	X:21748812-21751943	21748812	21750131	21750132	21751943	20B	21675681
Pifo	1	Gypsy3	1	Gypsy2-LTR	1	X:21751944-21752168	21751944	21752168	21751944	21752168	20B	21675681
Gypsy2-LTR	1	Pifo	1	Gypsy2-I	489	X:21752169-21752494	21752169	21752494	21752169	21752494	20B	21675681
Gypsy2-I	1	Gypsy2-LTR	489	Pifo	320	X:21752983-21759250	21752983	21759250	21752983	21759250	20B	21675681
Pifo	1	Gypsy2-I	320	Gypsy3	1	X:21759570-21759791	21759570	21759791	21759570	21759791	20B	21675681
Gypsy3	6	Pifo	1	Stalker2	15	X:21759792-21762826	21759792	21760725	21762795	21762826	20B	21675681
Stalker2	1	Gypsy3	15	Gypsy	6	X:21762841-21763243	21762841	21763243	21762841	21763243	20B	21675681
Gypsy	2	Stalker2	6	Gypsy-8	198	X:21763249-21763492	21763249	21763348	21763347	21763492	20B	21675681
Gypsy-8	1	Gypsy	198	Invader4	244	X:21763690-21763802	21763690	21763802	21763690	21763802	20B	21675681
Invader4	1	Gypsy-8	244	Gypsy-8	1	X:21764046-21764337	21764046	21764337	21764046	21764337	20B	21675681
Gypsy-8	1	Invader4	1	Gypsy3	41	X:21764338-21764631	21764338	21764631	21764338	21764631	20B	21675681
Gypsy3	2	Gypsy-8	41	Gypsy	-1	X:21764672-21767870	21764672	21765563	21765569	21767870	20B	21675681
Gypsy	4	Gypsy3	-1	BS 5040 5120	-1	X:21767869-21771072	21767869	21768974	21770902	21771072	20B	21675681
BS 5040 5120	1	Gypsy	-1	Helena	7	X:21771071-21771156	21771071	21771156	21771071	21771156	20B	21675681
Helena	1	BS 5040 5120	7	STALKER4	16	X:21771163-21771408	21771163	21771408	21771163	21771408	20B	21675681
STALKER4	1	Helena	16	Gypsy-1	77	X:21771424-21772464	21771424	21772464	21771424	21772464	20B	21675681
Gypsy-1	2	STALKER4	77	PROTOP 1 1105	1	X:21772541-21776011	21772541	21773560	21773559	21776011	20B	21675681
PROTOP 1 1105	1	Gypsy-1	1	Gypsy-1	1	X:21776012-21777172	21776012	21777172	21776012	21777172	20B	21675681
Gypsy-1	1	PROTOP 1 1105	1	Gypsy-10	32	X:21777173-21777840	21777173	21777840	21777173	21777840	20B	21675681
Gypsy-10	1	Gypsy-1	32	Gypsy-1	1	X:21777872-21777902	21777872	21777902	21777872	21777902	20B	21675681
Gypsy-1	1	Gypsy-10	1	Gypsy-10	1	X:21777903-21778323	21777903	21778323	21777903	21778323	20B	21675681
Gypsy-10	1	Gypsy-1	1	Gypsy-24	50	X:21778324-21778531	21778324	21778531	21778324	21778531	20B	21675681
Gypsy-24	1	Gypsy-10	50	ZAM	4	X:21778581-21778807	21778581	21778807	21778581	21778807	20B	21675681
ZAM	2	Gypsy-24	4	Gypsy4	1	X:21778811-21783270	21778811	21779838	21779837	21783270	20B	21675681
Gypsy4	1	ZAM	1	ZAM	32	X:21783271-21783566	21783271	21783566	21783271	21783566	20B	21675681
ZAM	1	Gypsy4	32	Gypsy-2	2	X:21783598-21783994	21783598	21783994	21783598	21783994	20B	21675681
Gypsy-2	1	ZAM	2	Gypsy2-I	4	X:21783996-21785941	21783996	21785941	21783996	21785941	20B	21675681
Gypsy2-I	4	Gypsy-2	4	Gypsy2-LTR	1	X:21785945-21789704	21785945	21786119	21788337	21789704	20B	21675681
Gypsy2-LTR	1	Gypsy2-I	1	STALKER4	7	X:21789705-21789992	21789705	21789992	21789705	21789992	20B	21675681
STALKER4	1	Gypsy2-LTR	7	Gypsy-1	210	X:21789999-21790150	21789999	21790150	21789999	21790150	20B	21675681
Gypsy-1	1	STALKER4	210	Gypsy-24	80	X:21790360-21790454	21790360	21790454	21790360	21790454	20B	21675681
Gypsy-24	3	Gypsy-1	80	G4	93	X:21790534-21791641	21790534	21790641	21791095	21791641	20B	21675681
G4	2	Gypsy-24	93	Gypsy-10	114	X:21791734-21792090	21791734	21792009	21792008	21792090	20B	21675681
Gypsy-10	1	G4	114	Gypsy11	95	X:21792204-21792356	21792204	21792356	21792204	21792356	20B	21675681
Gypsy11	1	Gypsy-10	95	Gypsy-10	-5	X:21792451-21792770	21792451	21792770	21792451	21792770	20B	21675681
Gypsy-10	1	Gypsy11	-5	IDEFIX	59	X:21792765-21792845	21792765	21792845	21792765	21792845	20B	21675681
IDEFIX	1	Gypsy-10	59	Gypsy-10	30	X:21792904-21793241	21792904	21793241	21792904	21793241	20B	21675681
Gypsy-10	2	IDEFIX	30	GTWIN	74	X:21793271-21794997	21793271	21793516	21793522	21794997	20B	21675681
GTWIN	1	Gypsy-10	74	Gypsy-31	11	X:21795071-21795507	21795071	21795507	21795071	21795507	20B	21675681
Gypsy-31	4	GTWIN	11	IDEFIX	3	X:21795518-21797157	21795518	21796101	21796768	21797157	20B	21675681
IDEFIX	1	Gypsy-31	3	GTWIN	160	X:21797160-21797284	21797160	21797284	21797160	21797284	20B	21675681
GTWIN	1	IDEFIX	160	IDEFIX	1	X:21797444-21797851	21797444	21797851	21797444	21797851	20B	21675681
IDEFIX	1	GTWIN	1	Gypsy3	569	X:21797852-21798607	21797852	21798607	21797852	21798607	20B	21675681
Gypsy3	1	IDEFIX	569	Gypsy-12	1	X:21799176-21799597	21799176	21799597	21799176	21799597	20B	21675681
Gypsy-12	1	Gypsy3	1	IDEFIX	-6	X:21799598-21801059	21799598	21801059	21799598	21801059	20B	21675681
IDEFIX	1	Gypsy-12	-6	Gypsy-1	78	X:21801053-21801569	21801053	21801569	21801053	21801569	20B	21675681
Gypsy-1	1	IDEFIX	78	Gypsy10	58	X:21801647-21802874	21801647	21802874	21801647	21802874	20B	21675681
Gypsy10	2	Gypsy-1	58	Gypsy-15	121	X:21802932-21803385	21802932	21803293	21803294	21803385	20B	21675681
Gypsy-15	1	Gypsy10	121	TABOR	1	X:21803506-21806656	21803506	21806656	21803506	21806656	20B	21675681
TABOR	3	Gypsy-15	1	Gypsy10	1	X:21806657-21813997	21806657	21807319	21813492	21813997	20B	21675681
Gypsy10	2	TABOR	1	hAT-2	1	X:21813998-21817554	21813998	21817192	21817193	21817554	20B	21675681
hAT-2	1	Gypsy10	1	Gypsy-52	409	X:21817555-21817696	21817555	21817696	21817555	21817696	20B	21675681
Gypsy-52	1	hAT-2	409	Baggins1 4762 5027	-1	X:21818105-21818692	21818105	21818692	21818105	21818692	20B	21675681
Baggins1 4762 5027	1	Gypsy-52	-1	TIRANT	322	X:21818691-21818955	21818691	21818955	21818691	21818955	20B	21675681
TIRANT	1	Baggins1 4762 5027	322	Baggins1 5315 5453	275	X:21819277-21819588	21819277	21819588	21819277	21819588	20B	21675681
Baggins1 5315 5453	1	TIRANT	275	Baggins1 4727 4997	-3	X:21819863-21820015	21819863	21820015	21819863	21820015	20B	21675681
Baggins1 4727 4997	1	Baggins1 5315 5453	-3	hAT-2	111	X:21820012-21820252	21820012	21820252	21820012	21820252	20B	21675681
hAT-2	4	Baggins1 4727 4997	111	Gypsy-52	409	X:21820363-21821204	21820363	21820624	21821077	21821204	20B	21675681
Gypsy-52	1	hAT-2	409	QUASIMODO	1	X:21821613-21822292	21821613	21822292	21821613	21822292	20B	21675681
QUASIMODO	3	Gypsy-52	1	Copia2	1	X:21822293-21823249	21822293	21822805	21823100	21823249	20B	21675681
Copia2	3	QUASIMODO	1	Copia2	1102	X:21823250-21825071	21823250	21823447	21823706	21825071	20B	21675681
Copia2	3	Copia2	1102	Gypsy5	2578	X:21826173-21827994	21826173	21826370	21826629	21827994	20B	21675681
Gypsy5	1	Copia2	2578	Gypsy-5	176	X:21830572-21832418	21830572	21832418	21830572	21832418	20B	21675681
Gypsy-5	1	Gypsy5	176	Gypsy5	1	X:21832594-21833420	21832594	21833420	21832594	21833420	20B	21675681
Gypsy5	1	Gypsy-5	1	Copia2	21	X:21833421-21833851	21833421	21833851	21833421	21833851	20B	21675681
Copia2	3	Gypsy5	21	GTWIN	679	X:21833872-21835693	21833872	21834069	21834328	21835693	20B	21675681
GTWIN	3	Copia2	679	Stalker2	1	X:21836372-21843782	21836372	21836866	21843288	21843782	20B	21675681
Stalker2	1	GTWIN	1	Gypsy	6	X:21843783-21844023	21843783	21844023	21843783	21844023	20B	21675681
Gypsy	2	Stalker2	6	TIRANT	113	X:21844029-21844275	21844029	21844128	21844127	21844275	20B	21675681
TIRANT	1	Gypsy	113	Invader4	162	X:21844388-21844611	21844388	21844611	21844388	21844611	20B	21675681
Invader4	1	TIRANT	162	Gypsy	1	X:21844773-21844871	21844773	21844871	21844773	21844871	20B	21675681
Gypsy	3	Invader4	1	Invader4	1	X:21844872-21852225	21844872	21845352	21851745	21852225	20B	21675681
Invader4	1	Gypsy	1	Gypsy-8	1	X:21852226-21852422	21852226	21852422	21852226	21852422	20B	21675681
Gypsy-8	1	Invader4	1	Copia2	197	X:21852423-21852492	21852423	21852492	21852423	21852492	20B	21675681
Copia2	4	Gypsy-8	197	Pifo	1	X:21852689-21854971	21852689	21853805	21854262	21854971	20B	21675681
Pifo	2	Copia2	1	Gypsy-20	-5	X:21854972-21859632	21854972	21855414	21855406	21859632	20B	21675681
Gypsy-20	1	Pifo	-5	Pifo	9	X:21859627-21859695	21859627	21859695	21859627	21859695	20B	21675681
Pifo	2	Gypsy-20	9	Copia2	1	X:21859704-21863678	21859704	21863235	21863236	21863678	20B	21675681
Copia2	3	Pifo	1	IDEFIX	1	X:21863679-21865630	21863679	21864320	21865433	21865630	20B	21675681
IDEFIX	1	Copia2	1	GTWIN	158	X:21865631-21866377	21865631	21866377	21865631	21866377	20B	21675681
GTWIN	1	IDEFIX	158	IDEFIX	1	X:21866535-21866941	21866535	21866941	21866535	21866941	20B	21675681
IDEFIX	1	GTWIN	1	Gypsy3	1	X:21866942-21869562	21866942	21869562	21866942	21869562	20B	21675681
Gypsy3	1	IDEFIX	1	Gypsy-12	1	X:21869563-21869984	21869563	21869984	21869563	21869984	20B	21675681
Gypsy-12	1	Gypsy3	1	IDEFIX	-6	X:21869985-21871442	21869985	21871442	21869985	21871442	20B	21675681
IDEFIX	1	Gypsy-12	-6	Gypsy-7	50	X:21871436-21871968	21871436	21871968	21871436	21871968	20B	21675681
Gypsy-7	1	IDEFIX	50	Gypsy-6	0	X:21872018-21873075	21872018	21873075	21872018	21873075	20B	21675681
Gypsy-6	1	Gypsy-7	0	Gypsy10	68	X:21873075-21873201	21873075	21873201	21873075	21873201	20B	21675681
Gypsy10	4	Gypsy-6	68	Pifo	1	X:21873269-21880384	21873269	21873630	21880185	21880384	20B	21675681
Pifo	3	Gypsy10	1	Gypsy-20	11	X:21880385-21884034	21880385	21880827	21883285	21884034	20B	21675681
