name	start	end	Cyto_band	Cyto_start	species	flanking	age	Repeats	NewCyto	TransCoor
chrX	13474322	13474886	12A	13461046	mel	no	no	3	12A	13461046
chrX	13530357	13530968	12A	13461046	mel	no	no	2	12A	13461046
chrX	13585339	13585461	12A	13461046	mel	no	no	1	12A	13461046
chrX	13680749	13681524	12B	13646538	mel	no	no	3	12B	13646538
chrX	13692887	13693909	12B	13646538	mel	no	no	4	12B	13646538
chrX	13840540	13840807	12C	13757666	mel	no	no	1	12C	13757666
chrX	13900692	13901395	12C	13757666	mel	no	no	3	12C	13757666
chrX	14038764	14039387	12D	13903439	mel	no	no	3	12D	13903439
chrX	14124809	14124966	12E	14080988	mel	no	no	1	12E	14080988
chrX	14334151	14334309	12E	14080988	mel	no	no	1	12E	14080988
chrX	14350567	14351351	12E	14080988	mel	no	no	3	12E	14080988
chrX	14387260	14388595	12E	14080988	mel	no	no	4	12E	14080988
chrX	14426738	14427428	12E	14080988	mel	no	no	2	12E	14080988
chrX	14469373	14470384	12E	14080988	mel	no	no	2	12E	14080988
chrX	14512597	14513208	12F	14510751	mel	no	no	2	12F	14510751
chrX	14565750	14566206	12F	14510751	mel	no	no	2	12F	14510751
chrX	14605516	14606377	12F	14510751	mel	no	no	3	12F	14510751
chrX	14660642	14660963	12F	14510751	mel	no	no	2	12F	14510751
chrX	14697099	14697774	12F	14510751	mel	no	no	3	12F	14510751
chrX	14884265	14884448	13A	14873202	mel	no	no	1	13A	14873202
chrX	14914537	14916595	13A	14873202	mel	no	no	7	13A	14873202
chrX	15146540	15146684	13B	15131122	mel	no	no	1	13B	15131122
chrX	15203072	15203160	13B	15131122	mel	no	no	1	13B	15131122
chrX	15221292	15222320	13B	15131122	mel	no	no	3	13B	15131122
chrX	15417633	15418004	13C	15372315	mel	no	no	2	13C	15372315
chrX	15535364	15535667	13D	15522835	mel	no	no	2	13D	15522835
chrX	15597684	15598280	13E	15592099	mel	no	no	3	13E	15592099
chrX	15782207	15782352	13E	15592099	mel	no	no	1	13E	15592099
chrX	15977745	15977928	14A	15907609	mel	no	no	1	14A	15907609
chrX	16066925	16067289	14A	15907609	mel	no	no	2	14A	15907609
chrX	16247302	16247640	14B	16113517	mel	no	no	2	14B	16113517
chrX	16269438	16269919	14B	16113517	mel	no	no	2	14B	16113517
chrX	16447139	16447447	14C	16363597	mel	no	no	2	14C	16363597
chrX	16535576	16535707	14E	16520530	mel	no	no	1	14E	16520530
chrX	17348110	17348456	16A	17293690	mel	no	no	1	16A	17293690
chrX	17455652	17455725	16A	17293690	mel	no	no	1	16A	17293690
chrX	17979013	17979321	16F	17883262	mel	no	no	2	16F	17883262
chrX	18164264	18164300	16F	17883262	mel	no	no	1	16F	17883262
chrX	22575700	22575801	20C	22371347	mel	no	no	1	20C	22371347
