Cluster,Repeats,Closest.upstream,Dist.upstream,Closest.downstream,Dist.downstream,Coords,First_start,First_end,Last_start,Last_end,Cyto_band,Cyto_start,species,flanking,age,
1.688,3,Gypsy14-LTR,16609,TRANSIB1 1 254,11655,X:17495175-17495964,17495175,17495318,17495678,17495964,16B,17472088,D. sech,no,NA,
1.688,2,Jockey-6,2344,Homo6 733 818,13981,X:18121028-18121478,18121028,18121210,18121204,18121478,16F,17883262,D. sech,no,NA,
1.688,1,Homo6 827 908,8230,GENE,3774,X:18315396-18315432,18315396,18315432,18315396,18315432,17A,18168380,D. sech,no,NA,
1.688,1,DNAREP1,3300,RSP-LIKE,34,X:115119-115421,115119,115421,115119,115421,1A,103614,D. sim,no,NA,
1.688,2,RSP-LIKE,3,RSP-LIKE,1,X:115651-116364,115651,116008,116009,116364,1A,103614,D. sim,no,NA,Really close in tree
1.688,1,RSP-LIKE,3,RSP-LIKE,1,X:116557-116912,116557,116912,116557,116912,1A,103614,D. sim,no,NA,
1.688,2,RSP-LIKE,3,RSP-LIKE,1,X:117105-117822,117105,117461,117467,117822,1A,103614,D. sim,no,NA,close in tree
1.688,4,RSP-LIKE,8,RSP-LIKE,1,X:118185-119961,118185,118536,119602,119961,1A,103614,D. sim,no,new,close in tree
1.688,2,RSP-LIKE,291,DNAREP1,9,X:121918-122429,121918,122111,122117,122429,1A,103614,D. sim,no,NA,
1.688,1,DNAREP1,11,GENE,187,X:122556-122648,122556,122648,122556,122648,1A,103614,D. sim,no,NA,
1.688,1,Helitron-N2,3124,RSP-LIKE,1,X:145236-145488,145236,145488,145236,145488,1A,103614,D. sim,no,NA,
1.688,5,RSP-LIKE,273,GENE,444,X:153081-154817,153081,153276,154651,154817,1A,103614,D. sim,no,old,
1.688,1,GENE,12196,Gypsy8-I,4176,X:750667-751019,750667,751019,750667,751019,1C,660484,D. sim,no,NA,
1.688,1,GENE,19443,GENE,20198,X:832566-832848,832566,832848,832566,832848,1D,831097,D. sim,no,NA,
1.688,2,GENE,408,GENE,253,X:1305042-1305479,1305042,1305369,1305374,1305479,1F,1254810,D. sim,no,NA,
1.688,5,RSP-LIKE,16141,Gypsy8-I,2444,X:1372846-1373868,1372846,1373027,1373767,1373868,2A,1368553,D. sim,no,new,
1.688,3,GENE,7419,HOBO 1 295,1218,X:1529449-1530253,1529449,1529615,1529970,1530253,2B,1475669,D. sim,no,NA,
1.688,3,R1,6656,TART,228,X:1629323-1629968,1629323,1629515,1629883,1629968,2B,1475669,D. sim,no,NA,
1.688,2,R1,4928,GENE,1326,X:1672492-1672954,1672492,1672838,1672851,1672954,2B,1475669,D. sim,no,NA,
1.688,1,GENE,1,GENE,2563,X:1737039-1737175,1737039,1737175,1737039,1737175,2B,1475669,D. sim,no,NA,
1.688,1,GENE,1,TART,1708,X:1909866-1909927,1909866,1909927,1909866,1909927,2B,1475669,D. sim,no,NA,
1.688,2,GENE,1,GENE,699,X:1990011-1990327,1990011,1990142,1990152,1990327,2C,1972107,D. sim,no,NA,
1.688,3,TART,1669,RSP-LIKE,47,X:2009033-2009700,2009033,2009129,2009550,2009700,2C,1972107,D. sim,no,NA,
1.688,2,GENE,8957,RSP-LIKE,47,X:2211231-2211532,2211231,2211315,2211357,2211532,2E,2173103,D. sim,no,NA,
1.688,3,Homo6 688 783,31505,RSP-LIKE,294,X:2462347-2462971,2462347,2462454,2462773,2462971,3A,2328358,D. sim,no,NA,
1.688,2,Jockey-3,25577,GENE,12992,X:2551181-2551786,2551181,2551457,2551458,2551786,3A,2328358,D. sim,no,NA,
1.688,2,GENE,6989,G5A,24548,X:2600399-2600906,2600399,2600743,2600758,2600906,3A,2328358,D. sim,no,NA,
1.688,1,GENE,3360,GENE,3916,X:2654739-2654832,2654739,2654832,2654739,2654832,3A,2328358,D. sim,no,NA,
1.688,2,GENE,11867,GENE,13150,X:2671055-2671555,2671055,2671398,2671426,2671555,3B,2666235,D. sim,no,NA,
1.688,1,Helitron-1,12171,GENE,3492,X:2852977-2853218,2852977,2853218,2852977,2853218,3C,2804156,D. sim,no,NA,
1.688,2,GENE,2549,GENE,1339,X:2984996-2985431,2984996,2985208,2985208,2985431,3C,2804156,D. sim,no,NA,
1.688,1,Jockey-3,1422,RSP-LIKE,1,X:3556060-3556173,3556060,3556173,3556060,3556173,3D,3312266,D. sim,no,NA,
1.688,1,GENE,1,GENE,9345,X:3570805-3570878,3570805,3570878,3570805,3570878,3D,3312266,D. sim,no,NA,
1.688,3,GENE,1,Jockey-3,5935,X:3597587-3598251,3597587,3597772,3598108,3598251,3D,3312266,D. sim,no,NA,
1.688,2,HOBO 2632 3016,12551,GENE,4479,X:3769631-3769962,3769631,3769786,3769799,3769962,3F,3765078,D. sim,no,NA,
1.688,1,BEL-10,3530,HeT-A3,32967,X:3867967-3868209,3867967,3868209,3867967,3868209,3F,3765078,D. sim,no,NA,
1.688,2,GENE,8428,GENE,10048,X:3924205-3924500,3924205,3924379,3924409,3924500,3F,3765078,D. sim,no,NA,
1.688,3,GENE,1,Gypsy14-LTR,2875,X:4037176-4037962,4037176,4037300,4037702,4037962,4A,3955447,D. sim,no,NA,
1.688,2,hAT-2,385,RSP-LIKE,324,X:4092770-4093147,4092770,4092905,4092920,4093147,4A,3955447,D. sim,no,NA,
1.688,4,ROO,9567,Gypsy-28,17069,X:4195988-4196995,4195988,4196174,4196876,4196995,4B,4115669,D. sim,no,old,
1.688,1,Mariner,9717,P-1,3603,X:4294861-4294948,4294861,4294948,4294861,4294948,4B,4115669,D. sim,no,NA,
1.688,2,GENE,1,GENE,3624,X:4371143-4371660,4371143,4371283,4371333,4371660,4C,4333244,D. sim,no,NA,
1.688,3,Gypsy-22,1489,Helitron-2,500,X:4421175-4421880,4421175,4421347,4421729,4421880,4C,4333244,D. sim,no,NA,
1.688,1,DNA4-1,228,GENE,2990,X:4466205-4466268,4466205,4466268,4466205,4466268,4C,4333244,D. sim,no,NA,
1.688,2,MINOS 11 102,18830,GENE,1367,X:4527527-4527964,4527527,4527701,4527716,4527964,4C,4333244,D. sim,no,NA,
1.688,3,Helitron-1N1,35388,GENE,3615,X:4566497-4567190,4566497,4566619,4566983,4567190,4C,4333244,D. sim,no,NA,
1.688,3,GENE,3115,Jockey-3,7153,X:4656053-4656899,4656053,4656259,4656650,4656899,4C,4333244,D. sim,no,NA,
1.688,1,Gypsy7-I,8728,1.688,15673,X:4691714-4692030,4691714,4692030,4691714,4692030,4C,4333244,D. sim,no,NA,
1.688,2,1.688,15673,GENE,23024,X:4707703-4707996,4707703,4707825,4707876,4707996,4C,4333244,D. sim,no,NA,
1.688,2,GENE,6156,HOBO 2903 3016,6130,X:4814956-4815406,4814956,4815077,4815068,4815406,4D,4749024,D. sim,no,NA,
1.688,1,DNAREP2,2041,Jockey-6,1250,X:4939623-4939697,4939623,4939697,4939623,4939697,4D,4749024,D. sim,no,NA,
1.688,2,Homo6 696 766,688,Mariner-1,155,X:5114667-5115384,5114667,5115025,5115026,5115384,4F,5107107,D. sim,no,NA,
1.688,4,GENE,1,1.688,24616,X:5134266-5135512,5134266,5134431,5135153,5135512,4F,5107107,D. sim,no,old,
1.688,3,1.688,24616,GENE,1695,X:5160128-5161235,5160128,5160480,5160877,5161235,4F,5107107,D. sim,no,NA,
1.688,2,GENE,216,Gypsy-19,3236,X:5172392-5172938,5172392,5172541,5172580,5172938,4F,5107107,D. sim,no,NA,
1.688,3,GENE,2544,RSP-LIKE,25,X:5190740-5191786,5190740,5191098,5191458,5191786,4F,5107107,D. sim,no,NA,
1.688,1,RSP-LIKE,21,RSP-LIKE,72,X:5193211-5193379,5193211,5193379,5193211,5193379,4F,5107107,D. sim,no,NA,
1.688,2,Galileo,21917,GENE,12765,X:5244891-5245389,5244891,5245248,5245249,5245389,4F,5107107,D. sim,no,NA,
1.688,3,Gypsy-22,8182,GENE,8666,X:5308088-5308747,5308088,5308265,5308649,5308747,4F,5107107,D. sim,no,NA,
1.688,2,Gypsy-22,6490,GENE,641,X:5326935-5327401,5326935,5327270,5327309,5327401,4F,5107107,D. sim,no,NA,
1.688,1,GENE,1,GENE,6962,X:5375054-5375410,5375054,5375410,5375054,5375410,4F,5107107,D. sim,no,NA,
1.688,2,GENE,1,GENE,1106,X:5432760-5433230,5432760,5433113,5433121,5433230,4F,5107107,D. sim,no,NA,
1.688,2,GENE,1825,GENE,397,X:5473963-5474491,5473963,5474322,5474328,5474491,4F,5107107,D. sim,no,NA,
1.688,2,GENE,13,GENE,290,X:5502765-5503089,5502765,5502936,5502939,5503089,5A,5475817,D. sim,no,NA,
1.688,1,GENE,892,DNAREP1,7430,X:5504721-5505080,5504721,5505080,5504721,5505080,5A,5475817,D. sim,no,NA,
1.688,3,Gypsy-22,1630,DMRP1 1 69,1335,X:5525567-5526647,5525567,5525741,5526470,5526647,5A,5475817,D. sim,no,NA,
1.688,4,GENE,1,GENE,8337,X:5640692-5641895,5640692,5640919,5641644,5641895,5A,5475817,D. sim,no,old,
1.688,3,GENE,621,GENE,3513,X:5654735-5655376,5654735,5654911,5655312,5655376,5A,5475817,D. sim,no,NA,
1.688,3,HeT-A3,6109,Jockey-N1,9532,X:5684153-5684809,5684153,5684277,5684633,5684809,5A,5475817,D. sim,no,NA,
1.688,1,TART,1385,GENE,333,X:5725092-5725160,5725092,5725160,5725092,5725160,5B,5697153,D. sim,no,NA,
1.688,1,GENE,847,GENE,471,X:5734749-5734811,5734749,5734811,5734749,5734811,5B,5697153,D. sim,no,NA,
1.688,1,BEL3,14491,Galileo,1541,X:5830924-5830986,5830924,5830986,5830924,5830986,5C,5766003,D. sim,no,NA,
1.688,3,GENE,3741,GENE,9083,X:5864161-5864962,5864161,5864252,5864613,5864962,5C,5766003,D. sim,no,NA,
1.688,3,GENE,1,GENE,17799,X:5965180-5966005,5965180,5965276,5965646,5966005,5D,5955321,D. sim,no,NA,
1.688,2,GENE,767,GENE,495,X:6001754-6002344,6001754,6002112,6002151,6002344,5D,5955321,D. sim,no,NA,
1.688,2,Homo6 783 873,6392,1.688,8578,X:6032144-6032612,6032144,6032494,6032498,6032612,5D,5955321,D. sim,no,NA,
1.688,3,1.688,8578,1.688,16986,X:6041190-6041808,6041190,6041313,6041692,6041808,5D,5955321,D. sim,no,NA,
1.688,1,1.688,16986,RSP-LIKE,765,X:6058794-6059051,6058794,6059051,6058794,6059051,5D,5955321,D. sim,no,NA,
1.688,2,HeT-A3,2995,1.688,13223,X:6106522-6106924,6106522,6106612,6106614,6106924,5D,5955321,D. sim,no,NA,
1.688,1,1.688,13223,Gypsy-22,5895,X:6120147-6120274,6120147,6120274,6120147,6120274,5D,5955321,D. sim,no,NA,
1.688,2,GENE,1,Jockey-2,7107,X:6188874-6189117,6188874,6189030,6189048,6189117,5D,5955321,D. sim,no,NA,
1.688,2,Jockey-3,770,Jockey-3,856,X:6332479-6333039,6332479,6332676,6332704,6333039,5F,6315089,D. sim,no,NA,
1.688,2,GENE,8230,GENE,287,X:6456584-6457055,6456584,6456721,6456731,6457055,6A,6400666,D. sim,no,NA,
1.688,7,DNAREP1,6971,Jockey-3,2361,X:6503707-6504917,6503707,6503830,6504824,6504917,6A,6400666,D. sim,no,old,
1.688,3,Gypsy-21,1,TRANSIB1 2724 3014,5302,X:6518293-6519024,6518293,6518500,6518910,6519024,6B,6516901,D. sim,no,NA,
1.688,3,Gypsy-21,7057,Homo6 791 832,5409,X:6551038-6551855,6551038,6551166,6551570,6551855,6B,6516901,D. sim,no,NA,
1.688,9,Polinton-1,13239,RSP-LIKE,45,X:6574975-6577782,6574975,6575111,6577670,6577782,6B,6516901,D. sim,no,old,
1.688,2,Gypsy12-LTR,1019,GENE,13967,X:6638438-6638909,6638438,6638571,6638593,6638909,6C,6585391,D. sim,no,NA,
1.688,2,GENE,159,GENE,7095,X:6654190-6654671,6654190,6654499,6654546,6654671,6C,6585391,D. sim,no,NA,
1.688,2,GENE,1392,TART,3941,X:6686247-6686525,6686247,6686320,6686343,6686525,6C,6585391,D. sim,no,NA,
1.688,4,Gypsy-10,666,Gypsy24-I,7788,X:6727763-6728806,6727763,6727889,6728646,6728806,6C,6585391,D. sim,no,old,
1.688,2,Gypsy-22,405,Homo6 737 877,8232,X:6746773-6747261,6746773,6746949,6746955,6747261,6C,6585391,D. sim,no,NA,
1.688,3,BEL-6,6330,1.688,24307,X:6789762-6790434,6789762,6789881,6790274,6790434,6D,6779511,D. sim,no,NA,
1.688,1,1.688,24307,R1,525,X:6814741-6814933,6814741,6814933,6814741,6814933,6D,6779511,D. sim,no,NA,
1.688,4,RSP-LIKE,188,1.688,15324,X:6844002-6844770,6844002,6844088,6844671,6844770,6D,6779511,D. sim,no,old,
1.688,2,1.688,15324,GENE,7423,X:6860094-6860591,6860094,6860303,6860339,6860591,6D,6779511,D. sim,no,NA,
1.688,2,GENE,16000,GENE,9967,X:7041444-7041888,7041444,7041746,7041773,7041888,6F,7033899,D. sim,no,NA,
1.688,3,GENE,13102,GENE,11119,X:7350128-7350770,7350128,7350289,7350650,7350770,7B,7286018,D. sim,no,NA,
1.688,3,Helitron-1,4950,1.688,23201,X:7385222-7385857,7385222,7385311,7385682,7385857,7B,7286018,D. sim,no,NA,
1.688,60,1.688,23201,RSP-LIKE,164,X:7409058-7416373,7409058,7409161,7416320,7416373,7B,7286018,D. sim,no,old,
1.688,3,Gypsy-22,12389,BEL-21,6160,X:7438774-7439444,7438774,7438949,7439310,7439444,7B,7286018,D. sim,no,NA,
1.688,1,GENE,1,DNAREP1,1654,X:7479838-7479982,7479838,7479982,7479838,7479982,7B,7286018,D. sim,no,NA,
1.688,2,Gypsy-22,3410,GENE,8870,X:7581995-7582525,7581995,7582348,7582360,7582525,7B,7286018,D. sim,no,NA,
1.688,3,MINIME,866,BEL-1,8643,X:7593074-7593761,7593074,7593237,7593616,7593761,7B,7286018,D. sim,no,NA,
1.688,1,hAT-2,4520,RSP-LIKE,10,X:7613660-7614018,7613660,7614018,7613660,7614018,7B,7286018,D. sim,no,NA,
1.688,5,RSP-LIKE,167,DMCR1A 2 2281,668,X:7614914-7616030,7614914,7615074,7615932,7616030,7B,7286018,D. sim,no,,
1.688,2,GENE,295,GENE,363,X:7724921-7725182,7724921,7725012,7725019,7725182,7B,7286018,D. sim,no,NA,
1.688,1,GENE,309,GENE,210,X:7747899-7748142,7747899,7748142,7747899,7748142,7B,7286018,D. sim,no,NA,
1.688,3,GENE,1,1.688,9581,X:7851196-7852100,7851196,7851387,7851751,7852100,7C,7801643,D. sim,no,NA,
1.688,1,1.688,9581,R-Rsp,157,X:7861681-7862030,7861681,7862030,7861681,7862030,7C,7801643,D. sim,no,NA,
1.688,7,DM1731,2059,Galileo,9221,X:7895295-7897534,7895295,7895644,7897461,7897534,7C,7801643,D. sim,no,old,
1.688,3,DNAREP1,4495,Jockey-3,18303,X:7918012-7918851,7918012,7918125,7918524,7918851,7C,7801643,D. sim,no,NA,
1.688,2,Jockey-3,2099,Homo6 693 779,5525,X:7939305-7939868,7939305,7939662,7939665,7939868,7C,7801643,D. sim,no,NA,
1.688,3,Homo6 693 779,22961,GENE,15865,X:7968433-7969252,7968433,7968777,7969146,7969252,7D,7947830,D. sim,no,NA,
1.688,2,DNAREP1,3278,GENE,4848,X:7997236-7997939,7997236,7997579,7997598,7997939,7D,7947830,D. sim,no,NA,
1.688,3,GENE,88,GENE,4682,X:8046040-8046684,8046040,8046234,8046571,8046684,7D,7947830,D. sim,no,NA,
1.688,5,GENE,1,Galileo,9590,X:8098274-8099847,8098274,8098405,8099500,8099847,7D,7947830,D. sim,no,old,
1.688,5,Galileo,11269,GENE,23678,X:8134005-8135461,8134005,8134153,8135217,8135461,7D,7947830,D. sim,no,old,
1.688,4,GENE,1,GENE,10111,X:8181781-8182846,8181781,8181896,8182633,8182846,7D,7947830,D. sim,no,old,
1.688,3,GENE,5355,1.688,15010,X:8216063-8216881,8216063,8216407,8216772,8216881,7D,7947830,D. sim,no,NA,
1.688,2,1.688,15010,GENE,601,X:8231891-8232233,8231891,8232092,8232096,8232233,7D,7947830,D. sim,no,NA,
1.688,7,Jockey-3,29796,BEL-2,2452,X:8266327-8268586,8266327,8266445,8268250,8268586,7E,8246255,D. sim,no,new,
1.688,4,GENE,5282,Gypsy-22,6380,X:8301439-8302514,8301439,8301670,8302408,8302514,7E,8246255,D. sim,no,old,
1.688,1,GENE,65,1.688,2747,X:8321298-8321395,8321298,8321395,8321298,8321395,7E,8246255,D. sim,no,NA,
1.688,1,1.688,2747,1.688,10430,X:8324142-8324195,8324142,8324195,8324142,8324195,7E,8246255,D. sim,no,NA,
1.688,7,1.688,10430,1.688,8795,X:8334625-8336836,8334625,8334679,8336517,8336836,7E,8246255,D. sim,no,old,
1.688,1,1.688,8795,1.688,4699,X:8345631-8345737,8345631,8345737,8345631,8345737,7E,8246255,D. sim,no,NA,
1.688,3,1.688,4699,GENE,3576,X:8350436-8351310,8350436,8350586,8350948,8351310,7E,8246255,D. sim,no,NA,
1.688,2,Jockey-2,23869,1.688,11914,X:8423530-8424249,8423530,8423887,8423894,8424249,7E,8246255,D. sim,no,NA,
1.688,2,1.688,11914,1.688,9609,X:8436163-8436578,8436163,8436391,8436392,8436578,7E,8246255,D. sim,no,NA,
1.688,1,1.688,9609,GENE,2075,X:8446187-8446423,8446187,8446423,8446187,8446423,7E,8246255,D. sim,no,NA,
1.688,3,GENE,1,Helena,2387,X:8502568-8503618,8502568,8502906,8503274,8503618,7F,8465639,D. sim,no,NA,
1.688,1,Homo6 766 851,18612,GENE,13057,X:8542764-8543082,8542764,8543082,8542764,8543082,7F,8465639,D. sim,no,NA,
1.688,1,GENE,5880,GENE,2807,X:8563229-8563580,8563229,8563580,8563229,8563580,7F,8465639,D. sim,no,NA,
1.688,2,GENE,5848,Helitron1,6830,X:8572769-8573324,8572769,8573119,8573122,8573324,7F,8465639,D. sim,no,NA,
1.688,1,TART,5328,TART,7766,X:8588016-8588361,8588016,8588361,8588016,8588361,7F,8465639,D. sim,no,NA,
1.688,2,TART,2468,Gypsy-22,10338,X:8599168-8599697,8599168,8599302,8599345,8599697,7F,8465639,D. sim,no,NA,
1.688,2,GENE,1,1.688,2575,X:8615654-8616148,8615654,8616006,8616008,8616148,7F,8465639,D. sim,no,NA,
1.688,2,1.688,2575,ROO,7322,X:8618723-8619222,8618723,8618874,8618888,8619222,7F,8465639,D. sim,no,NA,
1.688,3,GENE,242,GENE,67,X:8655313-8656138,8655313,8655651,8656005,8656138,8A,8649407,D. sim,no,NA,
1.688,2,GENE,242,GENE,357,X:8674948-8675503,8674948,8675284,8675288,8675503,8A,8649407,D. sim,no,NA,
1.688,1,GENE,306,GENE,396,X:8688750-8689089,8688750,8689089,8688750,8689089,8A,8649407,D. sim,no,NA,
1.688,3,TART,3017,GENE,3467,X:8719749-8720476,8719749,8719929,8720300,8720476,8A,8649407,D. sim,no,NA,
1.688,1,GENE,1965,RSP-LIKE,14,X:8784565-8784917,8784565,8784917,8784565,8784917,8B,8768351,D. sim,no,NA,
1.688,1,RSP-LIKE,48,GENE,1567,X:8787906-8788095,8787906,8788095,8787906,8788095,8B,8768351,D. sim,no,NA,
1.688,3,GENE,1,GENE,1031,X:8825987-8826823,8825987,8826326,8826679,8826823,8B,8768351,D. sim,no,NA,
1.688,3,TART,9270,HeT-A3,2192,X:8899449-8900224,8899449,8899658,8900059,8900224,8B,8768351,D. sim,no,NA,
1.688,1,Jockey-6,10682,TART,969,X:8916179-8916536,8916179,8916536,8916179,8916536,8B,8768351,D. sim,no,NA,
1.688,3,Gypsy-23,13899,Helitron-1N1,1300,X:8976292-8977123,8976292,8976647,8977016,8977123,8C,8933650,D. sim,no,NA,
1.688,1,Homo6 785 874,19694,Jockey-3,13989,X:8999390-8999751,8999390,8999751,8999390,8999751,8C,8933650,D. sim,no,NA,
1.688,2,Gypsy2-I,9799,Jockey-3,4894,X:9025101-9025659,9025101,9025458,9025497,9025659,8C,8933650,D. sim,no,NA,
1.688,2,Hoana5 287 368,13352,Jockey-9,6017,X:9063034-9063606,9063034,9063391,9063454,9063606,8C,8933650,D. sim,no,NA,
1.688,3,GENE,2940,GENE,17348,X:9122713-9123457,9122713,9122932,9123291,9123457,8C,8933650,D. sim,no,NA,
1.688,2,GENE,380,MAX,478,X:9141677-9142398,9141677,9142035,9142040,9142398,8C,8933650,D. sim,no,NA,
1.688,1,GENE,1607,DNAREP1,390,X:9181136-9181477,9181136,9181477,9181136,9181477,8C,8933650,D. sim,no,NA,
1.688,1,DNAREP1,829,GENE,106,X:9182773-9182845,9182773,9182845,9182773,9182845,8C,8933650,D. sim,no,NA,
1.688,3,Helitron-N1,36,Transib-1,2108,X:9221720-9222395,9221720,9221863,9222225,9222395,8D,9194656,D. sim,no,NA,
1.688,2,Jockey-3,13066,1.688,1920,X:9247576-9248237,9247576,9247920,9247921,9248237,8D,9194656,D. sim,no,NA,
1.688,1,1.688,1920,DNAREP1,979,X:9250157-9250262,9250157,9250262,9250157,9250262,8D,9194656,D. sim,no,NA,
1.688,3,DNAREP1,389,GENE,154,X:9251707-9252421,9251707,9251808,9252378,9252421,8D,9194656,D. sim,no,NA,
1.688,2,GENE,13104,1.688,14073,X:9337532-9338312,9337532,9337889,9338243,9338312,8D,9194656,D. sim,no,NA,
1.688,1,1.688,14073,GENE,2383,X:9352385-9352743,9352385,9352743,9352385,9352743,8D,9194656,D. sim,no,NA,
1.688,2,Galileo,14674,Gypsy-1,9,X:9397406-9397988,9397406,9397760,9397804,9397988,8D,9194656,D. sim,no,NA,
1.688,2,Gypsy-1,35,Jockey-3,1602,X:9398175-9398377,9398175,9398298,9398295,9398377,8D,9194656,D. sim,no,NA,
1.688,2,Gypsy-25,10628,Polinton-1,7672,X:9427000-9427594,9427000,9427357,9427358,9427594,8E,9412384,D. sim,no,NA,
1.688,2,Gypsy-20,2214,Polinton-1,10174,X:9460473-9461184,9460473,9460831,9460832,9461184,8E,9412384,D. sim,no,NA,
1.688,1,GENE,1593,GENE,567,X:9495799-9496159,9495799,9496159,9495799,9496159,8E,9412384,D. sim,no,NA,
1.688,1,GENE,321,GENE,599,X:9506459-9506661,9506459,9506661,9506459,9506661,8E,9412384,D. sim,no,NA,
1.688,2,GENE,511,GENE,438,X:9509235-9509832,9509235,9509592,9509631,9509832,8E,9412384,D. sim,no,NA,
1.688,1,DOC6,2651,GENE,3132,X:9537099-9537452,9537099,9537452,9537099,9537452,8E,9412384,D. sim,no,NA,
1.688,3,GENE,8003,Helitron-N1,567,X:9551007-9552146,9551007,9551151,9551870,9552146,8E,9412384,D. sim,no,NA,
1.688,2,Helitron-2,13271,Helitron-N1,13302,X:9578624-9579186,9578624,9578980,9579014,9579186,8E,9412384,D. sim,no,NA,
1.688,1,Helitron-N1,922,1.688,2577,X:9593462-9593820,9593462,9593820,9593462,9593820,8E,9412384,D. sim,no,NA,
1.688,1,1.688,2577,GENE,6464,X:9596397-9596492,9596397,9596492,9596397,9596492,8E,9412384,D. sim,no,NA,
1.688,2,GENE,1,GENE,6363,X:9611102-9611655,9611102,9611460,9611461,9611655,8F,9600461,D. sim,no,NA,
1.688,1,GENE,3522,GENE,5290,X:9623942-9624287,9623942,9624287,9623942,9624287,8F,9600461,D. sim,no,NA,
1.688,1,Jockey-6,6343,1.688,2541,X:9646861-9647193,9646861,9647193,9646861,9647193,8F,9600461,D. sim,no,NA,
1.688,2,1.688,2541,GENE,850,X:9649734-9650104,9649734,9649940,9649941,9650104,8F,9600461,D. sim,no,NA,
1.688,2,TART,272,GENE,1483,X:9690107-9690764,9690107,9690465,9690499,9690764,8F,9600461,D. sim,no,NA,
1.688,2,Gypsy4-I,724,Helitron-2,1,X:9737470-9738058,9737470,9737829,9737830,9738058,9A,9709557,D. sim,no,NA,
1.688,3,Gypsy-22,10836,Gypsy8-I,774,X:9754908-9755577,9754908,9755267,9755525,9755577,9A,9709557,D. sim,no,NA,
1.688,3,Jockey-3,418,TAHRE 932 976,289,X:9786854-9787373,9786854,9787018,9787302,9787373,9A,9709557,D. sim,no,NA,
1.688,1,GENE,1,Gypsy14-LTR,1353,X:9796835-9797193,9796835,9797193,9796835,9797193,9A,9709557,D. sim,no,NA,
1.688,1,HOBO 1 312,4963,hAT-1N,9694,X:9871882-9872240,9871882,9872240,9871882,9872240,9A,9709557,D. sim,no,NA,
1.688,1,Gypsy8-I,475,DNAREP1,296,X:9893601-9893919,9893601,9893919,9893601,9893919,9A,9709557,D. sim,no,NA,
1.688,3,Helitron-1,924,GENE,2084,X:9895348-9896255,9895348,9895696,9896094,9896255,9A,9709557,D. sim,no,NA,
1.688,1,Helitron-N1,201,1.688,9596,X:9915928-9916121,9915928,9916121,9915928,9916121,9A,9709557,D. sim,no,NA,
1.688,2,1.688,9596,1.688,17252,X:9925717-9926091,9925717,9925846,9925959,9926091,9A,9709557,D. sim,no,NA,
1.688,2,1.688,17252,DNAREP1,5688,X:9943343-9943780,9943343,9943701,9943702,9943780,9A,9709557,D. sim,no,NA,
1.688,1,DNAREP1,2,GENE,2203,X:9954004-9954080,9954004,9954080,9954004,9954080,9A,9709557,D. sim,no,NA,
1.688,1,DNAREP1,1809,Helitron-1,932,X:9964582-9964788,9964582,9964788,9964582,9964788,9A,9709557,D. sim,no,NA,
1.688,1,Helitron-1,35,HOBO 194 257,261,X:9965830-9966120,9965830,9966120,9965830,9966120,9A,9709557,D. sim,no,NA,
1.688,3,GENE,1,Jockey-3,10714,X:10012263-10012949,10012263,10012440,10012808,10012949,9A,9709557,D. sim,no,NA,
1.688,2,GENE,1,1.688,20643,X:10032905-10033837,10032905,10033262,10033585,10033837,9A,9709557,D. sim,no,NA,
1.688,2,1.688,20643,RSP-LIKE,104,X:10054480-10054686,10054480,10054567,10054640,10054686,9A,9709557,D. sim,no,NA,
1.688,2,RSP-LIKE,1,Transib-1,6031,X:10055588-10055890,10055588,10055717,10055749,10055890,9A,9709557,D. sim,no,NA,
1.688,1,GENE,2037,RSP-LIKE,1,X:10104720-10105021,10104720,10105021,10104720,10105021,9B,10055611,D. sim,no,NA,
1.688,1,RSP-LIKE,1,GENE,812,X:10106719-10106897,10106719,10106897,10106719,10106897,9B,10055611,D. sim,no,NA,
1.688,1,GENE,1,Helena,25635,X:10128132-10128163,10128132,10128163,10128132,10128163,9B,10055611,D. sim,no,NA,
1.688,2,Helena,4792,1.688,15924,X:10161546-10161959,10161546,10161734,10161791,10161959,9B,10055611,D. sim,no,NA,
1.688,1,1.688,15924,Jockey-6,2160,X:10177883-10178237,10177883,10178237,10177883,10178237,9B,10055611,D. sim,no,NA,
1.688,1,TART,4844,GENE,798,X:10200484-10200842,10200484,10200842,10200484,10200842,9B,10055611,D. sim,no,NA,
1.688,2,GENE,1,Gypsy-23,1330,X:10216773-10217179,10216773,10217063,10217072,10217179,9B,10055611,D. sim,no,NA,
1.688,1,Gypsy-29,3066,GENE,1,X:10232744-10233085,10232744,10233085,10232744,10233085,9B,10055611,D. sim,no,NA,
1.688,3,P-1,13519,Jockey-1,23,X:10254841-10255769,10254841,10255050,10255415,10255769,9B,10055611,D. sim,no,NA,
1.688,2,GENE,167,Gypsy-57,872,X:10272456-10272888,10272456,10272569,10272575,10272888,9B,10055611,D. sim,no,NA,
1.688,1,BEL-1,4991,GENE,1476,X:10281136-10281488,10281136,10281488,10281136,10281488,9B,10055611,D. sim,no,NA,
1.688,2,GENE,589,GENE,2994,X:10391433-10391809,10391433,10391568,10391573,10391809,9B,10055611,D. sim,no,NA,
1.688,4,Homo6 751 811,7204,GENE,1329,X:10433666-10434924,10433666,10434028,10434783,10434924,9C,10401342,D. sim,no,old,
1.688,1,GENE,1,GENE,7712,X:10464347-10464578,10464347,10464578,10464347,10464578,9C,10401342,D. sim,no,NA,
